Headline,Label
Las Vegas shooter fired 'incendiary' rounds at fuel tank,1
Missing Link Music Signs Jazz Icon Najee,0
Julia Louis-Dreyfus Backs Universal Health Care In Breast Cancer Post,0
"Lisa Bloom, Lawyer Advising Harvey Weinstein, Resigns Amid Criticism From Board Members",1
An Ailey Dancer Loyal to His Miami Roots and Mentor,1
Trump Claims His Attacks On NFL Players Have ‘Nothing To Do With Race’,0
LSU Tigers Shocking Homecoming Gag Job Against Troy Shows Team in Freefall,0
Texas Tech police officer fatally shot,1
ACC Announces Game Times & Networks for October 14,0
Trump Exploits Pat Tillman's Death To Promote His NFL Stance,0
Europe's Most Innovative Universities - 2017,1
Save The Children - A.F. Branco Cartoon,0
Could Messi still qualify for the World Cup even if Argentina don't?,1
"Santa Rosa, Napa wildfires kill 10, devour buildings in Northern California",1
Las Vegas shooting: Paddock's girlfriend denies knowledge of attack,1
Turkey backs Syrian rebels in new anti-extremist plan,1
Hypocrite Pittsburgh Steelers Coach Hosted BIG Fundraiser for Hillary Last Year,0
Prankster Arrested After Crashing Theresa May's Speech,0
"This Marine Stole A Truck And Saved Dozens Of Vegas Shooting Victims, Now The Car Owner Sent Him This Message",0
Exclusive: No respite for Indian banks as bad loans hit record $146 billion,1
"While the Cubs Convey Success, the Nationals Still Flounder",1
British Tennis Player Dan Evans Tests Positive for Cocaine,0
"A ""problem"" For The Wild Card Game & Sanchez...",0
"Donald Trump Threatens North Korea On Twitter, NK Foreign Minister Responds ""You Declared War""",0
Kenya vote in balance as crisis deepens after Odinga quits,1
Tropical Storm Nate could strike US Gulf Coast as hurricane this weekend,1
Belinda Sleeman to be first female match official at Rugby League World Cup,1
How to help victims of the California wildfires,1
ESPN suspends Jemele Hill after tweet on NFL protests,1
Delusional Trump Thinks He Invented The Term ‘Fake’,0
Philip K. Dick’s Electric Dreams [Official Trailer],0
Paul Ryan Is The Last Person To Blame Mass Shootings On Mental Illness,0
Germany watching Trump's Iran decision with 'great concern',1
Week 4 Prediction Article - Oakland Raiders @ Denver Broncos,0
New Trailer: ‘Justice League’ Lightens Up,1
What if a Bear Took an N.B.A. Star’s Place? Shea Serrano Has an Answer,1
"After Ebola, West Africa must brace for more deadly fevers: study",1
Rohingya Recount Atrocities: ‘They Threw My Baby Into a Fire’,1
"Execution Still Haunts Village, 50 Years After Che Guevara’s Death",1
Workers call on UK PM May to be more visible in Bombardier dispute,1
The week in 32 photos,1
11 Signs of a False Flag,0
"After 'bloody mess' jab, Macron eyes training, job insurance reform",1
Cooper’s Adorable Tricks Go Viral,0
"10/6: HBD Eddie, Tom, Gene, Jeff, Joel & Radhames; Chiefs Triples; 20 For Smiley, More",0
World Cup 2018: Norway 1-0 N Ireland,1
Seeing US presidents in a different light,1
King Salman’s Favorite Golden Escalator Betrays Him On Visit To Moscow,0
These Bible Pages Were Found Fused To A Piece Of Steel From 9/11 Ground Zero,0
Mexico's Pemex gains two new partners for onshore tie-ups,1
"Las Vegas killer had more explosives, 1,600 rounds of ammo in car",1
"Vegemite, the Beloved Australian Spread, Goes Upmarket",1
Questions Swirl In The Las Vegas Mass Shooting,0
Madagascar Plague Kills 20 Amid Unusually Rapid Rise In Cases,0
"10/4 Expo Park-Forbes Field Era: '08 To the Wire; HBD Jim, Red, Joe & Billy; 103 Wins in '02; Running Into Trouble",0
"Because Police Broke the Law, a 77yo Man Will Likely Die in Prison for Growing Cannabis",0
"9/29 From the 50s Forward: HBD Ken, Teke Takes Two, ALou #2, Browns, 6-In-A-Row, Cutch Walks It Off, Giants Finale",0
"10 Important Stories From 09/27/17 Box Scores: Bogaerts Leads Off, Marte’s Strong Finish & More",0
Election campaigning underway in Japan as Abe takes on Hope,1
"Shania Twain back on top, Tom Petty re-enters U.S. charts",1
Week 5 Rankings (2017): Top 50 Wide Receivers,0
10/7 Post-Season: Bad Day at the Shop...0-for-3 in WS; 1-for-5 in Playoffs,0
Teen suspect in Arizona woman's slaying in custody,1
Eminem attacks Trump in freestyle rap at BET Hip Hop Awards,1
Modern day motorsport through the lens of a 104-year-old camera,1
Ravens @ Raiders - Friday/Game Status,0
Mexican mogul Slim donates $105 million to earthquake recovery efforts,1
New Federally Funded Work Program Has Starbucks Serving Lattes To Inmates,0
Las Vegas Multiple Gunmen Seen From Hotel Guest Next Door Across The Way (Video),0
Facebook and Google need to own their role in spreading misinformation -- and fix it,1
"Facebook will help investigators release Russia ads, Sandberg tells Axios",1
11 Ways to Relieve Pain with Psoriatic Arthritis,1
BBC Young Sports Personality of the Year 2017: Nominations open,1
Cholera claims unborn children as epidemic spreads Yemen misery,1
Prince Harry Flashed A Satanic Hand Symbol Next To Melania Trump,0
"Neo-Nazi Dennis Mothersbaugh Proudly Wears ‘God, Guns & Trump’ T-Shirt",0
Eminem blasts President Trump in freestyle rap,1
2017 Fantasy Football Quarterback Rankings - Week 5,0
Passing Game Film Review - Good McCown - Week 3 (Dolphins),0
‘Free Dylann Roof - I Hate N*****’ Graffiti Found At U Of Michigan,0
Highlights of Monday's NHL games,1
"As Sanctions on North Korea Ramp Up, War on Cryptocurrencies Heats Up",0
Trump may trade Twitter spats for tax push ... for now,1
Wednesday Morning Briefing,1
Rob Andrew: Player strike over season extension is 'feasible',1
UN Security Council Resolution 2375 on North Korea,0
Eric Cantona & Jamie Cullum sing Disney duet,1
"President Donald Trump’s Schedule for Sunday, October 8, 2017",0
What a shot! 23 amazing sports photos,1
California fires: At least 23 dead as hundreds reported missing,1
Review: The Future Is Always Present in ‘Time and the Conways’,1
Police: 'Pedophile' Hugh Hefner Was Murdered,0
"President Donald Trump’s Schedule for Monday, October 2, 2017",0
Another Team-Wide Poor Effort,0
'I wish they could be saved': The victims of India's poisonous dust,1
Premiership: Saracens 38-19 Wasps,1
Aung San Suu Kyi Stripped Of Oxford Honor Amid Ethnic Cleansing Claims,0
Women's Rugby League World Cup: England name 10 Bradford Bulls players,1
Why does Indian PM Narendra Modi follow trolls on Twitter?,1
Trump Responds To Puerto Rico’s Plea For Help With A Golf Trophy,0
"Thai air safety upgrade opens up growing China, Korea, Japan markets",1
Come Together,0
"After Alleged 'Moron' Remark, Tillerson Strokes Trump's Ego",0
Elway or the Highway: Entire Broncos Team to Stand for National Anthem,0
What a shot! 35 amazing sports photos,1
Japanese Grand Prix: Why Ferrari may make Lewis Hamilton wait for title,1
World Cup 2018: Panama declares public holiday after qualifying,1
Campaigners set sights on marital rape after India child bride ruling,1
Researchers Connect a Human Mind to the Internet for the First Time Ever,0
"Trump Adviser Thinks Americans Can Buy A New Car With $1,000 Tax Cut",0
ESPN Host Jemele Hill Demands Boycott of Cowboys’ Sponsors,0
2017 Get ‘em or Don’t Sweat ‘em - Week 5,0
Stephen Paddock Is A Terrorist So Why Is Media Scared To Call Him One?,0
ACC Network headed to Bristol and other ACC Network Notes.,0
Senate Intelligence Heads Warn That Russian Election Meddling Continues,1
NFL Marketing Machine,0
The Shocking Carol Woods Coverup: POLICE ALTER RECORDS + archive 11 Sept. 2017,0
Fundamental And Constitutional Rights Negated In The Realm of Totalitarian Corporatocracy,0
Republican Wants Women To Be ‘Traditional Homemakers And Family Wives’,0
"Trump Is So Busy Bashing NFL, He Forgot To Hire A Science Adviser",0
Do You Still Support the Steelers Following Sunday’s Pregame Actions Regarding the National Anthem?,0
"Stephen Miller, the Young Man With Trump’s Ear",1
TMZ Obtains Photo of OJ Simpson Signing Memorabilia in Private Session,1
University Under Fire For Excluding Women From Feminism Panel,0
"A Eugene O’Neill Marathon: 1 Actor, 1 Script, 5 Hours",1
What Psoriasis Does to Your Heart,1
What’s on TV Sunday: ‘Curb’ and a Tom Petty Documentary,1
Two-Minute Drill: Just Keep Swimming,0
You won't Believe What California Wants To Do Now…!,0
How we tick: U.S. 'body clock' scientists win Nobel medicine prize,1
"Formula 1: Lewis Hamilton, Mercedes and the 'fine art' of grand prix qualifying",1
"Brazil's largest ever corruption probe nearing its end, judge says",1
Drug Enforcement Chief Resigns After Trump’s Police Violence Remarks,0
Ravens vs. Steelers - Wednesday,0
Three minutes,0
Google’s New Gadgets Come With a Big Helping of A.I.,1
Trains in western US captured in stunning photo book,1
New Orleans Saints Coach Gives Anti-Gun Sermon as Politics Continue Pollution of NFL,0
Trump's authoritarian streak,1
'Free Fallin' singer Tom Petty remembered,1
J-Bell Ties It Late But Nats Rally To Walk It Off A 5-4 Win,0
CNN and Globalist Exposed - Steve Quayle and Alex Jones,0
Trump On Gun Violence: ‘We’re Not Going To Talk About That’,0
Kyrgios blames stomach bug for Shanghai retirement,1
"Amazon must pay $295 million in back taxes, EU says",1
Julia Louis-Dreyfus Backs Universal Health Care In Breast Cancer Post,0
Germany may not agree new coalition until next year: Merkel ally,1
VW to develop electric trucks in $1.7 billion technology drive,1
"Vice President Pence, Second Lady Hold Tax Reform Event Monday [Live Stream]",0
Chicago Blackhawks defeat the salary cap menace,0
BBC news chief to step down,1
"10/3 Expo Park-Forbes Field Era: Pirates, Grays WS Win, Game Stories",0
"No angst over Turkey's air defense deal with Russia, says NATO chief",1
Readers Speak Out on Goals and Challenges of Women Today,1
Right and Left React to Senator Bob Corker’s Rebuke of Trump,1
California governor signs drug pricing transparency law,1
10 Characteristics of False Flags,0
Teacher Told Students They Were ‘Too Dark-Skinned’ To Play Lincoln,0
"10/9: HBD Bob Moose,Cricket, Starling & Six More; RIP Tiger & Moose; Danny Hired; Hans Title",0
Ranking the Power 5 Football Conferences after Week 5 with Playoff Analysis,0
Exclusive: EU may shun Myanmar generals in new sanctions - draft,1
How Police Surveillance Units Became Unlikely Historians,1
Signs That Humanity Is Getting Dumber,0
"Disney, Hillary Clinton and the Obamas Condemn Weinstein",1
Gatekeeper Invades The 312 Podcastto Preview the Blackhawks Season,0
Trump says he's likely to sign healthcare order this week,1
Long-lost family surprises shocked war hero,1
Movie studios join Disney-led service to link digital purchases,1
Qualcomm offers to buy NXP minus some patents to allay EU concerns: sources,1
Japanese Journalist Died After Working 159 Hours Of Overtime,0
Las Vegas gunman fired on security guard before mass shooting,1
ACC Announces Game Times & Networks for October 14,0
Joe Girardi Takes His Medicine - a Barrage of Boos in the Bronx,1
Joe Flacco Goes on the Defensive,0
Iran nuclear deal: Trump under pressure as decision nears,1
"As Thousands Left Homeless from Hurricanes, Trump Sends $75 Million MORE to Israel",0
China offers support to Spanish government amid Catalonia crisis,1
"10/5 Expo Park-Forbes Field: Bucs Win '60 Opener, Lose '27; Pud's 300; HBD Claude, Felix & Sarge; Grays Win WS",0
NFL star: Ladies are supposed to be silent,1
Report: Jets Sign Running Back/Return man Travaris Cadet,0
AMAZING: Watch These Men Walk On A Frozen Crystal Clear Lake,0
Marseille attacker probably radicalized by brother: police,1
Jets add Familiar Face to Practice Squad in LB Freddie Bishop,0
"New Documents Show Pentagon Is Shipping Billions Worth Of Weapons To Terrorists In Syria, Trying To Cover Its Tracks",0
Steve Bannon's war against Mitch McConnell,1
"Raila Odinga, Kenya Opposition Leader, Won’t Run in New Election",1
"After Las Vegas Mass Shooting, Gun Sales Soar",0
OL Grades & Notes vs. Steelers,0
Celebrating 100 years of Bavarian beauty from BMW,1
Trump: Tax Reform Pushed to January or February,0
2017 Fantasy Football Kicker Rankings - Week 5,0
Italy calls confidence vote on contested electoral law,1
Judge Awards Alleged Rapist With Parental Rights,0
American Heart Association Says Meditation May Reduce Heart Disease,0
Photographer killed in Mexico as journalist death toll nears record,1
"The story of rugby's injury crisis from the players, a coach and a doctor",1
Trump wall: New proposal ties Dreamer plan to border clampdown,1
Is India big enough for man and man-eater?,1
"10/5 TRS-PNC Park: Bucs Win in '71, '79; Lose Four Playoffs (Dang Reds!); Tracy Fired",0
"Thursday Night Start ‘Em or Sit ‘Em: Week 4: Randall Cobb, Jordan Howard, Tarik Cohen & More",0
Full Text: New Travel Restrictions issued 9/24/17,0
Chicago Cubs Relievers Choke Away All But Certain Win as Nationals Tie NLDS at 1-1,0
North Korea threatens with hydrogen bomb explosion over the Pacific Ocean,0
"Hassan al-Thawadi on Worker Welfare, Qatari Goals and the 2022 World Cup",1
2017 Fantasy Football Quarterback Rankings - Week 5,0
Scientist Calls “Check Mate” on Geoscience Misinformation Propaganda,0
"Dusty Baker Is Back at Wrigley Field, Still Looking for a Ring of His Own",1
SNL: Michael Che Calls Trump “You B*tch” Over Puerto Rico Response,0
Podcast - @Hokiesmash_ASD & @TalkinACCSports review week 3 & preview week 4 in ACC Football with @ahammsportsgeek,0
Republicans signal some openness to new gun legislation,1
Review: A Cheery Portrait of Severe Disability in ‘Breathe’,1
Video Shows Utah Cop Fatally Shooting Black Man From Behind,0
Political thriller 'Extreme Prey' tops U.S. fiction bestseller list,1
Miami Dolphins' Coach Caught Snorting A White Substance On Camera,0
Focus Of Investigation Turns To Las Vegas Gunman's Girlfriend,0
Racist Teacher To Student: 'Go Back Where You Speak Spanish',0
Japanese Journalist Died After Working 159 Hours Of Overtime,0
2017 Fantasy Football IDP Rankings - Week 4,0
Trump Is Preparing to Kill Kim Jong-un - Oh My God! Breaking News TV,0
NFL Picks Week 5,0
Reporter accuses Weinstein of sexual advances,1
"Africa tops global hunger index, driven by war and climate shocks",1
2017 Atlantic Hurricane Season Fast Facts,1
EPA to work in partnership with industries it regulates,1
